Субъект,Дата,Метка,Сигнал
subject 2,2022-05-11,0.0,[-14538. -15817. -22184. ... -16073. -19029. -21951.]
subject 2,2022-05-11,0.0,[-19307. -16507. -14946. ... -17666. -19958. -22966.]
subject 2,2022-05-11,0.0,[-17931. -17114. -16748. ... -19628. -22919. -25553.]
subject 2,2022-05-11,0.0,[-21516. -18899. -17456. ... -17242. -16654. -16686.]
subject 2,2022-05-11,0.0,[-26654. -27721. -28434. ... -26346. -23302. -20934.]
subject 2,2022-05-11,0.0,[-20454. -18209. -17124. ... -18497. -20231. -23247.]
subject 2,2022-05-11,0.0,[-25234. -22931. -20386. ... -15921. -14692. -13916.]
subject 2,2022-05-11,0.0,[-16460. -19110. -22022. ... -24729. -25655. -25855.]
subject 2,2022-05-11,0.0,[-23860. -21204. -18570. ... -17142. -15699. -14951.]
subject 2,2022-05-11,0.0,[-17642. -15490. -14115. ... -15874. -14966. -14332.]
subject 2,2022-05-11,0.0,[-13341. -13344. -14631. ... -19271. -22179. -25259.]
subject 2,2022-05-11,0.0,[-17810. -16224. -14989. ... -27514. -25946. -26744.]
subject 2,2022-05-11,0.0,[-25168. -26417. -27741. ... -28174. -27575. -26356.]
subject 2,2022-05-11,0.0,[-28211. -28346. -28066. ... -30618. -30286. -29473.]
subject 2,2022-05-11,0.0,[-18197. -16346. -14802. ... -14824. -14167. -14546.]
subject 2,2022-05-11,0.0,[-15679. -14619. -14262. ... -22806. -24240. -25730.]
subject 2,2022-05-11,0.0,[-25239. -24177. -23012. ... -22983. -20707. -18041.]
subject 2,2022-05-11,0.0,[-25316. -23034. -20597. ... -15175. -14032. -13350.]
subject 2,2022-05-11,0.0,[-22925. -20395. -17568. ... -13837. -13667. -14573.]
subject 2,2022-05-11,0.0,[-27544. -26700. -24586. ... -23227. -20112. -17847.]
subject 2,2022-05-11,0.0,[-25559. -26331. -26292. ... -30157. -24041. -21039.]
subject 2,2022-05-11,0.0,[-21282. -21792. -16792. ... -15484. -16432. -18182.]
subject 2,2022-05-11,0.0,[-16227. -14592. -13424. ... -13312. -14619. -17207.]
subject 1,2022-05-05,0.0,[-18136. -19313. -19975. ... -19591. -20453. -21644.]
subject 1,2022-05-05,0.0,[-15906. -15364. -15093. ... -24874. -25121. -25666.]
subject 1,2022-05-05,0.0,[-22344. -21639. -21163. ... -22571. -22629. -22731.]
subject 1,2022-05-05,0.0,[-19714. -20852. -21516. ... -22128. -23556. -26208.]
subject 1,2022-05-05,0.0,[-22665. -23377. -24538. ... -23404. -23134. -24014.]
subject 1,2022-05-05,0.0,[-19086. -18337. -17425. ... -17213. -17677. -17545.]
subject 1,2022-05-05,0.0,[-17038. -17645. -18247. ... -21692. -21950. -22657.]
subject 1,2022-05-05,0.0,[-14514. -14682. -15069. ... -18246. -18751. -19403.]
subject 1,2022-05-05,0.0,[-19161. -18673. -18127. ... -19876. -19706. -20377.]
subject 1,2022-05-05,0.0,[-18745. -18660. -18926. ... -23973. -25148. -25869.]
subject 1,2022-05-05,0.0,[-30224. -30345. -30789. ... -23237. -22857. -22788.]
subject 1,2022-05-05,0.0,[-24560. -24759. -24441. ... -47052. -46587. -46484.]
subject 1,2022-05-05,0.0,[-23699. -24756. -26065. ... -25251. -25764. -26433.]
subject 1,2022-05-05,0.0,[-21826. -20875. -20157. ... -25055. -24801. -24653.]
subject 1,2022-05-05,0.0,[-24054. -22812. -21772. ... -23172. -21962. -20924.]
subject 1,2022-05-05,0.0,[-22530. -21744. -20959. ... -16924. -16687. -17252.]
subject 1,2022-05-05,0.0,[-17383. -16830. -16720. ... -54687. -54044. -53256.]
subject 1,2022-05-05,0.0,[-20671. -20962. -21761. ... -18042. -18295. -18509.]
subject 1,2022-05-05,0.0,[-20231. -19851. -19892. ... -16059. -15632. -15296.]
subject 1,2022-05-05,0.0,[-13739. -13321. -13009. ... -20261. -20801. -22040.]
subject 1,2022-05-05,0.0,[-20322. -19426. -18875. ... -23111. -22129. -22131.]
subject 1,2022-05-05,0.0,[-29311. -27716. -26966. ... -34242. -33739. -33857.]
subject 1,2022-05-05,0.0,[-19355. -19804. -19690. ... -17471. -18053. -18262.]
subject 1,2022-05-05,0.0,[-15582. -15663. -15876. ... -14237. -14703. -14769.]
subject 1,2022-05-05,0.0,[-16463. -16379. -17199. ... -22110. -22667. -22611.]
subject 1,2022-05-05,0.0,[-21184. -20434. -20137. ... -19691. -18849. -18607.]
subject 1,2022-05-05,0.0,[-16101. -16089. -16514. ... -16916. -16882. -17441.]
subject 1,2022-05-05,0.0,[-20731. -20724. -20332. ... -17736. -17044. -16935.]
subject 1,2022-05-05,0.0,[-17499. -17934. -18339. ... -16272. -15961. -15716.]
subject 1,2022-05-05,0.0,[-17709. -17421. -17587. ... -15589. -16570. -16329.]
subject 1,2022-05-05,0.0,[-18040. -18680. -18891. ... -20047. -19660. -18852.]
subject 1,2022-05-05,0.0,[-19262. -19136. -19257. ... -29467. -29022. -28481.]
subject 1,2022-05-05,0.0,[-19772. -19184. -18707. ... -19558. -19260. -18794.]
subject 1,2022-05-05,0.0,[-20729. -19886. -19144. ... -23402. -22769. -21981.]
subject 1,2022-05-05,0.0,[-27674. -28374. -28189. ... -10245. -10066. -10254.]
subject 1,2022-05-05,0.0,[-11900. -11709. -11861. ... -16299. -15992. -15711.]
subject 1,2022-05-05,0.0,[-17756. -18294. -18368. ... -18167. -18497. -18728.]
subject 1,2022-05-05,0.0,[-17941. -17169. -16658. ... -18226. -18217. -17771.]
subject 1,2022-05-05,0.0,[-19864. -19881. -19774. ... -13681. -13537. -13591.]
subject 1,2022-05-05,0.0,[-15032. -14754. -14701. ... -15902. -16112. -16956.]
subject 1,2022-05-05,0.0,[-17094. -16131. -15313. ... -18512. -19195. -19874.]
subject 1,2022-05-05,0.0,[-25435. -24798. -24472. ... -16879. -17103. -17249.]
subject 1,2022-05-05,0.0,[-23399. -24542. -24004. ... -12616. -12656. -12606.]
subject 1,2022-05-05,0.0,[-14416. -14560. -15287. ... -21596. -21586. -21183.]
subject 1,2022-05-05,0.0,[-29217. -29318. -29225. ... -23467. -22281. -19452.]
subject 1,2022-05-05,0.0,[-21879. -21722. -22374. ... -18865. -18641. -18915.]
subject 1,2022-05-05,0.0,[-18328. -18811. -19752. ... -15377. -15830. -15540.]
subject 1,2022-05-05,0.0,[-20516. -20819. -20903. ... -20424. -21005. -20799.]
subject 1,2022-05-05,0.0,[-17366. -17135. -17217. ... -18706. -18187. -17454.]
subject 1,2022-05-05,0.0,[-19046. -18196. -17786. ... -16769. -16510. -16595.]
subject 1,2022-05-05,0.0,[-19896. -19607. -19794. ... -19421. -18934. -19201.]
subject 1,2022-05-05,0.0,[-19349. -18380. -17625. ... -18607. -17569. -17008.]
subject 1,2022-05-05,0.0,[-18479. -17830. -17742. ... -19142. -19556. -19142.]
subject 1,2022-05-05,0.0,[-21669. -21753. -22296. ... -13382. -14129. -14479.]
subject 1,2022-05-05,0.0,[-17829. -16684. -15659. ... -17052. -17379. -17651.]
subject 1,2022-05-05,0.0,[-17528. -17777. -17602. ... -18882. -19032. -18886.]
subject 1,2022-05-05,0.0,[-15649. -15878. -16157. ... -19491. -19601. -19734.]
subject 1,2022-05-05,0.0,[-20677. -19900. -19197. ... -17167. -17354. -17938.]
subject 1,2022-05-05,0.0,[-18802. -20089. -20728. ... -20230. -19872. -19546.]
subject 1,2022-05-05,0.0,[-19702. -18926. -18545. ...  -9996. -10361. -10932.]
subject 1,2022-05-05,0.0,[-11646. -11930. -12628. ... -18522. -18916. -18973.]
subject 1,2022-05-05,0.0,[-17273. -17864. -18314. ... -19081. -19650. -20012.]
subject 1,2022-05-05,0.0,[-19379. -18561. -17655. ... -21607. -21375. -21586.]
subject 1,2022-05-05,0.0,[-23611. -23779. -23631. ... -18881. -18021. -17587.]
subject 1,2022-05-05,0.0,[-20565. -20711. -20977. ... -20426. -20728. -20918.]
subject 1,2022-05-05,0.0,[-20421. -20427. -20007. ... -18987. -17984. -17157.]
subject 1,2022-05-05,0.0,[-16753. -16657. -16473. ... -16267. -15327. -14566.]
subject 1,2022-05-05,0.0,[-17754. -17825. -17954. ... -19119. -19310. -19336.]
subject 1,2022-05-05,0.0,[-17849. -17337. -16580. ... -16749. -16374. -16282.]
subject 1,2022-05-05,0.0,[-16397. -16623. -17029. ... -16736. -15629. -15288.]
subject 1,2022-05-05,0.0,[-18393. -18032. -18052. ... -16752. -16648. -16113.]
subject 1,2022-05-05,0.0,[-17387. -17654. -17435. ... -15762. -15408. -15267.]
subject 1,2022-05-05,0.0,[-18792. -18461. -18709. ... -19778. -19455. -18677.]
subject 1,2022-05-05,0.0,[-16873. -16491. -16429. ... -13934. -14079. -14247.]
subject 1,2022-05-05,0.0,[-17164. -16708. -15739. ... -15805. -15893. -15961.]
subject 1,2022-05-05,0.0,[-16316. -16318. -16644. ... -18297. -18235. -18675.]
subject 1,2022-05-05,0.0,[-16949. -17603. -17931. ... -19562. -19382. -19509.]
subject 1,2022-05-05,0.0,[-17364. -18053. -18368. ... -16113. -16662. -17665.]
subject 1,2022-05-05,0.0,[-15731. -15725. -15839. ... -18678. -18855. -19528.]
subject 1,2022-05-05,0.0,[-19399. -18612. -17813. ... -16141. -15494. -15806.]
subject 1,2022-05-05,0.0,[-16169. -16243. -16457. ... -17078. -16999. -17442.]
subject 1,2022-05-05,0.0,[-17097. -17134. -17735. ... -15534. -14934. -15161.]
subject 1,2022-05-05,0.0,[-19348. -19304. -18701. ... -17952. -17170. -17588.]
subject 1,2022-05-05,0.0,[-17594. -17382. -17162. ... -17334. -17171. -17539.]
subject 1,2022-05-05,0.0,[-20372. -19944. -19947. ... -19242. -18882. -18007.]
subject 1,2022-05-05,0.0,[-16729. -16684. -16556. ... -18568. -18923. -18588.]
subject 1,2022-05-05,0.0,[-17395. -16684. -16272. ... -17809. -18319. -18942.]
subject 1,2022-05-05,0.0,[-19436. -20029. -19858. ...   4840.   4826.   4784.]
subject 1,2022-05-05,0.0,[ -3823.  -4005.  -4297. ... -19245. -18441. -17948.]
subject 1,2022-05-05,0.0,[-16139. -15894. -16320. ... -18846. -19522. -20049.]
subject 1,2022-05-05,0.0,[-20703. -20194. -19969. ... -16078. -15937. -16137.]
subject 1,2022-05-05,0.0,[-18092. -19612. -19477. ... -20411. -19306. -18986.]
subject 1,2022-05-05,0.0,[-18017. -18676. -19042. ... -19458. -19518. -19689.]
subject 1,2022-05-05,0.0,[-20522. -20454. -20292. ... -21625. -21441. -21017.]
subject 1,2022-05-05,0.0,[-21180. -20971. -21005. ... -14342. -13952. -13894.]
subject 1,2022-05-05,0.0,[-21147. -21999. -21884. ... -17324. -18056. -19655.]
subject 1,2022-05-05,0.0,[-12786. -12665. -12528. ... -19169. -18376. -18445.]
subject 1,2022-05-05,0.0,[-18569. -19254. -19858. ... -18687. -18669. -18368.]
subject 1,2022-05-05,0.0,[-18734. -17477. -17712. ... -18083. -18006. -18316.]
subject 1,2022-05-05,0.0,[-15786. -16091. -16326. ... -17038. -17637. -17956.]
subject 1,2022-05-05,0.0,[-18069. -18534. -18456. ... -19450. -19164. -19436.]
subject 0,2022-05-05,0.0,[-21107. -20911. -20387. ... -21227. -21067. -21552.]
subject 0,2022-05-05,0.0,[-20800. -20968. -20862. ... -20299. -20530. -20478.]
subject 0,2022-05-05,0.0,[-19758. -19899. -19618. ... -22762. -22581. -22521.]
subject 0,2022-05-05,0.0,[-22808. -22669. -22557. ... -21914. -21804. -21569.]
subject 0,2022-05-05,0.0,[-23875. -23785. -23867. ... -20102. -20216. -20491.]
subject 0,2022-05-05,0.0,[-20438. -20916. -20799. ... -22169. -22133. -21982.]
subject 0,2022-05-05,0.0,[-21407. -21042. -21366. ... -21077. -20998. -21106.]
subject 0,2022-05-05,0.0,[-19244. -19592. -19591. ... -19131. -19560. -19425.]
subject 0,2022-05-05,0.0,[-20019. -19935. -19844. ... -19434. -19392. -19308.]
subject 0,2022-05-05,0.0,[-18964. -20274. -19017. ... -20756. -21002. -20841.]
subject 0,2022-05-05,0.0,[-19918. -19344. -19345. ... -20886. -21066. -21216.]
subject 0,2022-05-05,0.0,[-22838. -22658. -22434. ... -22322. -22687. -22599.]
subject 0,2022-05-05,0.0,[-21348. -20979. -20387. ... -21816. -22031. -22161.]
subject 0,2022-05-05,0.0,[-20434. -20381. -20333. ... -22482. -22483. -22202.]
subject 0,2022-05-05,0.0,[-22464. -22052. -21962. ... -37124. -37576. -36721.]
subject 0,2022-05-14,0.0,[-16012. -16088. -16269. ... -17322. -17161. -17315.]
subject 0,2022-05-14,0.0,[-17572. -17812. -17891. ... -13591. -13799. -14086.]
subject 0,2022-05-14,0.0,[-15486. -15109. -15608. ... -19379. -19317. -19086.]
subject 0,2022-05-14,0.0,[-19418. -19370. -19407. ... -16610. -16916. -16776.]
subject 0,2022-05-14,0.0,[-17181. -16934. -17314. ... -19047. -18857. -19199.]
subject 0,2022-05-14,0.0,[-19814. -20025. -20522. ... -20309. -20273. -20229.]
subject 0,2022-05-14,0.0,[-20844. -21002. -20957. ... -17729. -17858. -18133.]
subject 0,2022-05-14,0.0,[-17967. -17856. -18039. ... -20672. -20916. -20924.]
subject 0,2022-05-14,0.0,[-20349. -20244. -20483. ... -17484. -17122. -17121.]
subject 0,2022-05-14,0.0,[-16763. -16876. -17254. ...   3649.   5471.   8853.]
subject 0,2022-05-14,0.0,[-18433. -18556. -18322. ... -20748. -20444. -20270.]
subject 0,2022-05-14,0.0,[-20080. -20263. -20662. ... -16921. -17051. -17592.]
subject 0,2022-05-14,0.0,[-18154. -17691. -17585. ... -19931. -19860. -19823.]
subject 0,2022-05-14,0.0,[-19585. -19802. -22356. ... -20141. -20035. -20387.]
subject 0,2022-05-14,0.0,[-18902. -18803. -18927. ... -17607. -17206. -17314.]
subject 0,2022-05-14,0.0,[-19544. -19242. -18886. ... -22197. -21810. -21422.]
subject 0,2022-05-14,0.0,[-20763. -20581. -20804. ... -21501. -21085. -21001.]
subject 0,2022-05-14,0.0,[-17039. -17016. -16959. ... -17365. -17140. -16858.]
subject 0,2022-05-14,0.0,[-18812. -18260. -17998. ... -21359. -21087. -20895.]
subject 0,2022-05-14,0.0,[-20451. -20912. -20711. ... -20281. -19226. -18906.]
subject 0,2022-05-14,0.0,[-19762. -20080. -20431. ... -18946. -18895. -19360.]
subject 0,2022-05-14,0.0,[-19829. -20187. -20346. ... -20487. -20291. -20045.]
subject 0,2022-05-14,0.0,[-20271. -20482. -20396. ... -19505. -19706. -19987.]
subject 0,2022-05-14,0.0,[-22589. -22051. -21859. ... -20692. -20356. -20247.]
subject 0,2022-05-14,0.0,[-20522. -20871. -20923. ... -17591. -18158. -18099.]
subject 0,2022-05-14,0.0,[-17622. -17519. -18251. ... -18119. -18687. -18458.]
subject 0,2022-05-14,0.0,[-18986. -19249. -18854. ... -18978. -19235. -18832.]
subject 0,2022-05-14,0.0,[-18820. -18921. -19035. ... -17284. -17944. -18311.]
subject 0,2022-05-14,0.0,[-18262. -18685. -18679. ... -18024. -18329. -18289.]
subject 0,2022-05-14,0.0,[-17400. -17688. -17496. ... -18408. -18301. -18447.]
subject 0,2022-05-14,0.0,[-17996. -17987. -18200. ... -19959. -22803. -19669.]
subject 0,2022-05-14,0.0,[-17617. -17739. -18014. ... -16805. -17059. -17426.]
subject 0,2022-05-14,0.0,[-20352. -20534. -20631. ... -18258. -18523. -18425.]
subject 0,2022-05-14,0.0,[-18551. -18428. -18460. ... -18523. -18496. -18539.]
subject 0,2022-05-14,0.0,[-21287. -21864. -22330. ... -19076. -19152. -19039.]
subject 0,2022-05-14,0.0,[-19993. -20154. -19674. ... -20586. -20471. -20510.]
subject 0,2022-05-14,0.0,[-19149. -19177. -19277. ... -20334. -20301. -20289.]
subject 0,2022-05-14,0.0,[-19147. -18962. -19224. ... -21406. -21062. -21249.]
subject 0,2022-05-14,0.0,[-20644. -20712. -21434. ... -17576. -20730. -20177.]
subject 0,2022-05-14,0.0,[-18168. -18170. -18497. ... -20403. -20384. -20449.]
subject 0,2022-05-14,0.0,[-21106. -21388. -21214. ... -21723. -21321. -21157.]
subject 0,2022-05-14,0.0,[-20869. -20459. -20709. ... -16917. -16930. -16612.]
subject 0,2022-05-14,0.0,[-11590. -11824. -11526. ... -44914. -44184. -42677.]
subject 0,2022-05-14,0.0,[-20176. -20554. -20619. ... -17797. -17890. -17881.]
subject 0,2022-05-14,0.0,[-19590. -19546. -19644. ... -17175. -17191. -17386.]
subject 0,2022-05-14,0.0,[-17311. -17649. -17657. ... -22562. -22340. -22876.]
subject 0,2022-05-14,0.0,[-22275. -22254. -22254. ... -18201. -18253. -18498.]
subject 0,2022-05-14,0.0,[-20896. -21339. -20216. ... -21860. -21387. -21681.]
subject 0,2022-05-14,0.0,[-21404. -21592. -21317. ... -16932. -16856. -16718.]
subject 0,2022-05-14,0.0,[-18231. -18485. -18391. ... -21951. -21726. -21767.]
subject 0,2022-05-14,0.0,[-22649. -23048. -22844. ... -23128. -23443. -23312.]
subject 0,2022-05-14,0.0,[-23054. -23128. -23443. ... -21187. -21434. -21472.]
subject 0,2022-05-23,0.0,[-21384. -21775. -21772. ... -15928. -16153. -16719.]
subject 0,2022-05-23,0.0,[-16804. -17297. -17049. ... -20237. -20441. -20249.]
subject 0,2022-05-23,0.0,[-21419. -21394. -21760. ... -16410. -16059. -15972.]
subject 0,2022-05-23,0.0,[-18394. -18580. -18476. ... -18791. -18698. -19462.]
subject 0,2022-05-23,0.0,[-18087. -18668. -19381. ... -19431. -19807. -20158.]
subject 0,2022-05-23,0.0,[-21071. -20878. -21227. ... -17032. -17342. -17814.]
subject 0,2022-05-23,0.0,[-18535. -18162. -17910. ... -21615. -21617. -21571.]
subject 0,2022-05-23,0.0,[-21809. -21527. -20702. ... -17361. -17416. -17643.]
subject 0,2022-05-23,0.0,[-16666. -16702. -16399. ... -19976. -19444. -19145.]
subject 0,2022-05-23,0.0,[-18714. -18771. -18933. ... -17042. -17036. -17059.]
subject 0,2022-05-23,0.0,[-18055. -17886. -17780. ... -20996. -20672. -20451.]
subject 0,2022-05-23,0.0,[-20116. -20562. -21076. ... -16794. -17033. -17481.]
subject 0,2022-05-23,0.0,[-16696. -17332. -17705. ... -17617. -18454. -19379.]
subject 0,2022-05-23,0.0,[-16969. -17172. -17192. ... -18454. -18266. -18004.]
subject 0,2022-05-23,0.0,[-15964. -16109. -16872. ... -15534. -15191. -15374.]
subject 0,2022-05-23,0.0,[-14717. -14949. -14901. ... -16689. -16052. -15654.]
subject 0,2022-05-23,0.0,[-15946. -16320. -16749. ... -17930. -17959. -17257.]
subject 0,2022-05-23,0.0,[-17578. -17371. -17237. ... -16127. -16233. -16092.]
subject 0,2022-05-23,0.0,[-15689. -15321. -14767. ... -21599. -21471. -21622.]
subject 0,2022-05-23,0.0,[-25057. -25132. -24589. ... -22361. -22585. -22766.]
subject 0,2022-05-23,0.0,[-22136. -22021. -21704. ... -19077. -19077. -19088.]
subject 0,2022-05-23,0.0,[-18144. -18147. -18274. ... -18432. -18847. -19183.]
subject 0,2022-05-23,0.0,[-21478. -21296. -21356. ... -17367. -17555. -17629.]
subject 0,2022-05-23,0.0,[-19850. -20249. -20556. ... -20446. -20012. -19672.]
subject 0,2022-05-23,0.0,[-17804. -18322. -18982. ... -20829. -20487. -20154.]
subject 0,2022-05-23,0.0,[-22195. -22106. -21626. ... -17924. -18120. -17829.]
subject 0,2022-05-23,0.0,[-18982. -18634. -18442. ... -22620. -22850. -23431.]
subject 0,2022-05-23,0.0,[-21824. -22407. -22128. ... -19524. -19100. -19119.]
subject 0,2022-05-23,0.0,[-19757. -19287. -18679. ... -19273. -19040. -18921.]
subject 0,2022-05-23,0.0,[-19986. -19959. -19474. ... -19936. -19957. -19245.]
subject 0,2022-05-23,0.0,[-18441. -18244. -17976. ... -19969. -20302. -20546.]
subject 0,2022-05-23,0.0,[-19037. -19216. -18727. ... -21678. -21435. -21169.]
subject 0,2022-05-23,0.0,[-22675. -22740. -22657. ... -32592. -33583. -34243.]
subject 0,2022-05-23,0.0,[-16992. -16874. -17064. ... -26733. -26199. -26286.]
subject 0,2022-05-23,0.0,[-27486. -27498. -27314. ... -13432. -13092. -12659.]
subject 0,2022-05-23,0.0,[-14414. -14432. -14455. ... -15779. -15888. -15867.]
subject 0,2022-05-23,0.0,[-22937. -23161. -23234. ... -15656. -15531. -15877.]
subject 0,2022-05-23,0.0,[-18941. -18897. -18696. ... -16666. -16801. -16972.]
subject 0,2022-05-23,0.0,[-20342. -19805. -20042. ... -17352. -17308. -17321.]
subject 0,2022-05-23,0.0,[-16056. -16082. -16481. ... -16685. -16706. -16817.]
subject 0,2022-05-23,0.0,[-14044. -14571. -14294. ... -17109. -16856. -16509.]
subject 0,2022-05-23,0.0,[-18967. -18794. -18863. ... -19444. -19712. -19550.]
subject 0,2022-05-23,0.0,[-19576. -19818. -19776. ... -13550. -13589. -13181.]
subject 0,2022-05-23,0.0,[-14805. -14660. -14604. ... -21100. -21019. -21056.]
subject 0,2022-05-23,0.0,[-24103. -23291. -22966. ... -16921. -17276. -16938.]
subject 0,2022-05-23,0.0,[-18656. -18804. -19068. ... -13906. -13327. -13130.]
subject 0,2022-05-23,0.0,[-15837. -15734. -15921. ... -17618. -17476. -17729.]
subject 0,2022-05-23,0.0,[-18530. -20751. -17994. ... -16481. -16171. -16503.]
subject 0,2022-05-23,0.0,[-16399. -16329. -16101. ... -22218. -21742. -21751.]
subject 0,2022-05-23,0.0,[-21642. -21626. -21310. ... -15969. -16385. -16406.]
subject 0,2022-05-23,0.0,[-17687. -18086. -18271. ... -18941. -19026. -19381.]
subject 0,2022-05-23,0.0,[-20867. -20764. -22304. ... -19151. -20006. -20388.]
subject 0,2022-05-23,0.0,[-19135. -19441. -19658. ... -20890. -16347. -14704.]
subject 0,2022-05-23,0.0,[-18324. -19347. -20464. ... -19444. -19638. -19464.]
subject 0,2022-05-23,0.0,[-17867. -17674. -17843. ... -19177. -18569. -18099.]
subject 0,2022-05-23,0.0,[-18991. -18757. -18407. ... -18274. -18034. -17667.]
subject 0,2022-05-23,0.0,[-20505. -20307. -20385. ... -16170. -16260. -16461.]
subject 0,2022-05-23,0.0,[-18525. -18129. -18517. ... -15034. -14694. -14278.]
subject 0,2022-05-23,0.0,[-21295. -21267. -20987. ... -18990. -19274. -19139.]
subject 0,2022-05-23,0.0,[-21946. -21482. -20920. ... -18152. -18001. -18146.]
subject 0,2022-05-23,0.0,[-21360. -21466. -21692. ... -17832. -18657. -19412.]
subject 0,2022-05-23,0.0,[-23582. -23708. -23188. ... -18293. -18369. -18993.]
subject 0,2022-05-23,0.0,[-18867. -18409. -18266. ... -16244. -15791. -15481.]
subject 0,2022-05-23,0.0,[-16759. -16847. -17104. ... -18633. -19119. -19277.]
subject 0,2022-05-24,0.0,[-24007. -23986. -23649. ... -11941. -11658. -12103.]
subject 0,2022-05-24,0.0,[-12487. -11574. -11436. ... -16580. -16215. -15897.]
subject 0,2022-05-24,0.0,[-16747. -17817. -21297. ... -16018. -15694. -15631.]
subject 0,2022-05-24,0.0,[-18014. -17809. -17566. ... -15943. -16165. -16533.]
subject 0,2022-05-24,0.0,[-19031. -19155. -19114. ... -16499. -16882. -16994.]
subject 0,2022-05-24,0.0,[-17326. -17562. -18396. ... -15466. -14702. -14379.]
subject 0,2022-05-24,0.0,[-17072. -16699. -16486. ... -17208. -16557. -16452.]
subject 0,2022-05-24,0.0,[-16852. -16555. -16516. ... -16697. -16631. -16595.]
subject 0,2022-05-24,0.0,[-14947. -15015. -14954. ... -17707. -17289. -16746.]
subject 0,2022-05-24,0.0,[-18005. -18342. -19722. ... -18121. -17541. -17232.]
subject 0,2022-05-24,0.0,[-16501. -17456. -17731. ... -15009. -15031. -14872.]
subject 0,2022-05-24,0.0,[-14667. -14660. -15014. ... -15861. -15683. -15840.]
subject 0,2022-05-24,0.0,[-19444. -19305. -18614. ... -17819. -18394. -18237.]
subject 0,2022-05-24,0.0,[-19628. -19672. -19349. ... -18628. -18973. -20032.]
subject 0,2022-05-24,0.0,[-19838. -19815. -19356. ... -19107. -18822. -18476.]
subject 0,2022-05-24,0.0,[-17974. -17598. -17242. ... -19396. -19426. -19318.]
subject 0,2022-05-24,0.0,[-18803. -18501. -18194. ... -17005. -16382. -15987.]
subject 0,2022-05-24,0.0,[-18229. -17446. -16952. ... -19544. -19424. -19510.]
subject 0,2022-05-24,0.0,[-17268. -17104. -17649. ... -16422. -16758. -16459.]
subject 0,2022-05-24,0.0,[-18144. -17569. -17749. ... -17021. -16851. -17670.]
subject 0,2022-05-24,0.0,[-18244. -18214. -18101. ... -19774. -19817. -20110.]
subject 0,2022-05-24,0.0,[-21224. -21081. -20261. ... -17502. -17984. -18117.]
subject 0,2022-05-24,0.0,[-17638. -17819. -18261. ... -16453. -16220. -15869.]
subject 0,2022-05-24,0.0,[-16272. -16837. -17224. ... -17367. -16924. -16906.]
subject 0,2022-05-24,0.0,[-18894. -19102. -19232. ... -17527. -17421. -17011.]
subject 0,2022-05-24,0.0,[-19319. -19723. -20423. ... -17385. -17191. -17171.]
subject 0,2022-05-24,0.0,[-17857. -18233. -18267. ... -17513. -17745. -17639.]
subject 0,2022-05-24,0.0,[-17854. -18451. -19004. ... -16384. -16239. -16296.]
subject 0,2022-05-24,0.0,[-16895. -16786. -17504. ... -16075. -15551. -15464.]
subject 0,2022-05-24,0.0,[-17766. -17344. -17214. ... -17824. -17752. -17323.]
subject 0,2022-05-24,0.0,[-16257. -16024. -16949. ... -15612. -15099. -15138.]
subject 0,2022-05-24,0.0,[-15797. -15612. -15461. ... -19242. -18841. -18321.]
subject 0,2022-05-24,0.0,[-19145. -18361. -18029. ... -18890. -19128. -19156.]
subject 0,2022-05-24,0.0,[-20369. -20155. -19342. ... -17306. -16942. -16199.]
subject 0,2022-05-24,0.0,[-17193. -16783. -16907. ... -20344. -20517. -20451.]
subject 0,2022-05-24,0.0,[-21992. -21570. -21495. ... -19608. -19146. -19223.]
subject 0,2022-05-24,0.0,[-20531. -20368. -20476. ... -20350. -20337. -20199.]
subject 0,2022-05-24,0.0,[-21733. -21300. -21079. ... -20361. -20607. -20924.]
subject 0,2022-05-24,0.0,[-22669. -22629. -22328. ... -19272. -19567. -19786.]
subject 0,2022-05-24,0.0,[-21849. -21865. -21581. ... -21091. -21506. -21616.]
subject 0,2022-05-24,0.0,[-19770. -19411. -19262. ... -19064. -18799. -18170.]
subject 0,2022-05-24,0.0,[-21169. -21454. -21999. ... -18846. -19462. -20053.]
subject 0,2022-05-24,0.0,[-21541. -21658. -22003. ... -19644. -20256. -20687.]
subject 0,2022-05-24,0.0,[-19146. -19462. -20056. ... -17868. -17791. -17672.]
subject 0,2022-05-24,0.0,[-21721. -22012. -21917. ... -18254. -19173. -19438.]
subject 0,2022-05-24,0.0,[-22324. -22297. -22054. ... -20804. -20869. -20716.]
subject 0,2022-05-24,0.0,[-21038. -20732. -20387. ... -20661. -20556. -19905.]
subject 0,2022-05-24,0.0,[-19699. -20227. -20952. ... -18851. -18561. -18936.]
subject 0,2022-05-24,0.0,[-24447. -25067. -25793. ... -17208. -18126. -19144.]
subject 0,2022-05-24,0.0,[-22129. -22332. -22751. ... -19757. -20270. -20623.]
subject 0,2022-05-24,0.0,[-17827. -18862. -19825. ... -18608. -18436. -17996.]
subject 0,2022-05-24,0.0,[-20612. -20396. -21606. ... -19262. -19254. -18991.]
subject 0,2022-05-24,0.0,[-21355. -22558. -23911. ... -20342. -20156. -19832.]
subject 0,2022-05-24,0.0,[-22934. -23353. -23019. ... -17966. -18433. -19047.]
subject 0,2022-05-24,0.0,[-18229. -18373. -18646. ... -19924. -19642. -19056.]
