Субъект,Дата,Метка,Сигнал
subject 1,2022-05-11,2.0,[-19958. -20082. -20212. ... -20550. -21015. -20831.]
subject 1,2022-05-11,2.0,[-21412. -21269. -21144. ... -23687. -21359. -20710.]
subject 1,2022-05-11,2.0,[-19914. -20082. -19862. ... -24821. -23650. -23416.]
subject 1,2022-05-11,2.0,[-21224. -21088. -20977. ... -27612. -27508. -25582.]
subject 1,2022-05-11,2.0,[-21721. -21709. -21655. ... -20809. -20997. -21002.]
subject 1,2022-05-11,2.0,[-21557. -21999. -21787. ... -23491. -20346. -20412.]
subject 1,2022-05-11,2.0,[-19904. -19837. -19221. ... -19195. -18046. -17997.]
subject 1,2022-05-11,2.0,[-22754. -17533. -17238. ... -19577. -19497. -19536.]
subject 1,2022-05-11,2.0,[-21119. -21024. -21013. ... -22042. -22554. -22608.]
subject 1,2022-05-11,2.0,[-22171. -22066. -21529. ... -19912. -19739. -20056.]
subject 1,2022-05-11,2.0,[-20179. -20445. -20595. ... -20765. -21170. -21017.]
subject 1,2022-05-11,2.0,[-20494. -20563. -20734. ... -20235. -20528. -20638.]
subject 1,2022-05-11,2.0,[-20024. -20241. -20396. ... -28333. -28640. -28962.]
subject 1,2022-05-11,2.0,[-30001. -29455. -29148. ... -21134. -21221. -21437.]
subject 1,2022-05-11,2.0,[-22101. -21841. -22089. ... -19370. -19085. -19134.]
subject 1,2022-05-11,2.0,[-19303. -19205. -18783. ... -19264. -19632. -19962.]
subject 1,2022-05-11,2.0,[-19558. -19808. -19858. ... -20519. -20773. -20817.]
subject 1,2022-05-11,2.0,[-20205. -20311. -20395. ... -18691. -18667. -18701.]
subject 1,2022-05-11,2.0,[-18379. -18659. -18405. ... -19228. -19214. -19186.]
subject 1,2022-05-11,2.0,[-18777. -19201. -19172. ... -25483. -25440. -25399.]
subject 1,2022-05-11,2.0,[-26407. -26167. -26066. ... -24304. -23991. -23571.]
subject 1,2022-05-11,2.0,[-20017. -19387. -19002. ... -21732. -23067. -21964.]
subject 1,2022-05-11,2.0,[-17577. -17814. -17736. ... -18152. -18514. -18736.]
subject 1,2022-05-11,2.0,[-19138. -18790. -19218. ... -19957. -19601. -19580.]
subject 1,2022-05-11,2.0,[-19166. -18984. -18786. ... -18190. -17878. -18024.]
subject 1,2022-05-11,2.0,[-18404. -18304. -18286. ... -21606. -21565. -21106.]
subject 1,2022-05-11,2.0,[-21954. -22311. -22036. ... -19814. -19768. -19440.]
subject 1,2022-05-11,2.0,[-20514. -20578. -20037. ... -21239. -21397. -21063.]
subject 1,2022-05-11,2.0,[-21689. -21421. -21782. ... -19942. -19730. -20205.]
subject 1,2022-05-11,2.0,[-19144. -19066. -19321. ... -19886. -19674. -20177.]
subject 1,2022-05-11,2.0,[-19578. -20061. -20036. ... -20056. -19316. -18139.]
subject 1,2022-05-11,2.0,[-19630. -19964. -19647. ... -21634. -19262. -19042.]
subject 1,2022-05-11,2.0,[-18832. -18882. -19109. ... -20077. -19591. -19091.]
subject 1,2022-05-11,2.0,[-18814. -19406. -19413. ... -20432. -20241. -19875.]
subject 1,2022-05-11,2.0,[-19762. -20192. -20002. ... -21249. -21590. -21744.]
subject 1,2022-05-11,2.0,[-20193. -20439. -20302. ... -19804. -19562. -19438.]
subject 1,2022-05-11,2.0,[-19869. -19852. -19781. ... -19116. -19889. -19919.]
subject 1,2022-05-11,2.0,[-19188. -18875. -18864. ... -19799. -20179. -19950.]
subject 1,2022-05-11,2.0,[-20412. -19238. -19647. ... -20464. -20146. -20071.]
subject 1,2022-05-11,2.0,[-20444. -20749. -20804. ... -23769. -23608. -23667.]
subject 1,2022-05-11,2.0,[-24371. -24926. -23712. ... -21131. -21760. -21681.]
subject 1,2022-05-11,2.0,[-21186. -21099. -21113. ... -20699. -20578. -20346.]
subject 1,2022-05-11,2.0,[-18076. -19236. -19904. ... -19807. -20074. -19890.]
subject 1,2022-05-11,2.0,[-19654. -19479. -19768. ... -22931. -24481. -24962.]
subject 1,2022-05-11,2.0,[-21976. -21895. -21963. ... -20610. -20616. -20431.]
subject 1,2022-05-11,2.0,[-20612. -20497. -20632. ... -20565. -20243. -20239.]
subject 1,2022-05-11,2.0,[-20856. -20569. -20756. ... -20389. -19856. -20039.]
subject 1,2022-05-11,2.0,[-22044. -20267. -19825. ... -20772. -21085. -21209.]
subject 1,2022-05-11,2.0,[-19691. -20136. -19886. ... -19679. -19584. -19477.]
subject 1,2022-05-11,2.0,[-18747. -18801. -18861. ... -19347. -20588. -19217.]
subject 1,2022-05-11,2.0,[-19030. -18715. -18634. ... -19796. -19516. -19262.]
subject 1,2022-05-11,2.0,[-19633. -19143. -19052. ... -20294. -20377. -20704.]
subject 1,2022-05-11,2.0,[-19754. -19739. -19745. ... -19870. -20137. -19766.]
subject 1,2022-05-11,2.0,[-19381. -19474. -19499. ... -21017. -20694. -20567.]
subject 1,2022-05-11,2.0,[-20626. -20476. -20416. ... -19819. -20322. -20914.]
subject 1,2022-05-11,2.0,[-20511. -20454. -20048. ... -19196. -19189. -19556.]
subject 1,2022-05-11,2.0,[-19118. -19135. -19464. ... -20937. -20744. -20782.]
subject 1,2022-05-11,2.0,[-21109. -20937. -20744. ... -21351. -21153. -21042.]
subject 1,2022-05-11,2.0,[-21020. -21251. -21284. ... -20299. -20280. -20364.]
subject 1,2022-05-11,2.0,[-21584. -21305. -20962. ... -22864. -22871. -22504.]
subject 1,2022-05-11,2.0,[-22089. -21922. -22092. ... -24264. -24318. -24392.]
subject 1,2022-05-11,2.0,[-23594. -23536. -23575. ... -21551. -21396. -21484.]
subject 1,2022-05-11,2.0,[-21987. -22173. -22256. ... -22830. -22636. -22865.]
subject 1,2022-05-11,2.0,[-22002. -22500. -22339. ... -21352. -20952. -21242.]
subject 1,2022-05-11,2.0,[-21353. -21112. -21179. ... -20984. -21162. -21224.]
subject 1,2022-05-11,2.0,[-20961. -21191. -20802. ... -19862. -19650. -19920.]
subject 1,2022-05-11,2.0,[-20707. -20931. -21602. ... -20183. -20311. -20832.]
subject 1,2022-05-11,2.0,[-20570. -20832. -20982. ... -22374. -22200. -22712.]
subject 1,2022-05-11,2.0,[-21284. -21807. -21366. ... -21445. -21276. -21237.]
subject 1,2022-05-11,2.0,[-22561. -21813. -21702. ... -21081. -20852. -20983.]
subject 1,2022-05-11,2.0,[-20332. -20327. -20423. ... -24432. -28410. -22223.]
subject 1,2022-05-11,2.0,[-19754. -20584. -20821. ... -21860. -21497. -21627.]
subject 1,2022-05-11,2.0,[-21329. -21292. -21403. ... -22219. -22537. -22494.]
subject 1,2022-05-11,2.0,[-21909. -21802. -21784. ... -22701. -22651. -22986.]
subject 1,2022-05-11,2.0,[-21091. -20722. -20872. ... -21014. -21101. -20604.]
subject 1,2022-05-11,2.0,[-20570. -20444. -20295. ... -20552. -20649. -20703.]
subject 0,2022-05-11,2.0,[-22173. -21959. -21820. ... -16361. -16257. -16336.]
subject 0,2022-05-11,2.0,[-14747. -14599. -15080. ... -18726. -18986. -19028.]
subject 0,2022-05-11,2.0,[-19911. -19773. -19467. ... -16636. -16718. -16785.]
subject 0,2022-05-11,2.0,[-15251. -15188. -14544. ... -15785. -15601. -15202.]
subject 0,2022-05-11,2.0,[-15947. -16183. -16402. ... -19718. -19926. -19844.]
subject 0,2022-05-11,2.0,[-17696. -17675. -17712. ... -17391. -17999. -17964.]
subject 0,2022-05-11,2.0,[-18199. -18334. -18331. ... -22452. -22286. -22246.]
subject 0,2022-05-11,2.0,[-20780. -20259. -20257. ... -15766. -15422. -15441.]
subject 0,2022-05-11,2.0,[-15604. -15657. -15752. ... -18612. -18920. -18626.]
subject 0,2022-05-11,2.0,[-20767. -20661. -20616. ... -15719. -15804. -15452.]
subject 0,2022-05-11,2.0,[-13017. -13346. -13584. ... -16500. -16804. -16763.]
subject 0,2022-05-11,2.0,[-16536. -16686. -16483. ... -16689. -16417. -15966.]
subject 0,2022-05-11,2.0,[-16574. -16954. -17161. ... -18672. -19292. -19673.]
subject 0,2022-05-11,2.0,[-18187. -17726. -17546. ... -15581. -15814. -16278.]
subject 0,2022-05-11,2.0,[-16585. -16306. -16087. ... -19181. -18784. -18944.]
subject 0,2022-05-11,2.0,[-16764. -16382. -16341. ... -14251. -14003. -13574.]
subject 0,2022-05-11,2.0,[-14604. -14976. -15413. ... -18649. -19009. -19412.]
subject 0,2022-05-11,2.0,[-19214. -19483. -19102. ... -18990. -19377. -18856.]
subject 0,2022-05-11,2.0,[-19132. -18469. -17958. ... -15981. -16157. -16580.]
subject 0,2022-05-11,2.0,[-18173. -18031. -19200. ... -19491. -19087. -18848.]
subject 0,2022-05-11,2.0,[-19938. -19724. -19650. ... -19446. -19562. -19319.]
subject 0,2022-05-11,2.0,[-18184. -18194. -18151. ... -15684. -15091. -15016.]
subject 0,2022-05-11,2.0,[-16220. -16099. -16131. ... -17809. -18281. -18457.]
subject 0,2022-05-11,2.0,[-15067. -15193. -15521. ... -16092. -16417. -16564.]
subject 0,2022-05-11,2.0,[-57872. -56864. -55697. ... -37911. -37606. -36306.]
subject 0,2022-05-11,2.0,[-5181. -5286. -5172. ... -9051. -9249. -9271.]
subject 0,2022-05-11,2.0,[-18129. -18227. -18251. ... -47726. -53082. -54095.]
subject 0,2022-05-11,2.0,[-14716. -14822. -14771. ...  -9426.  -9670. -10288.]
subject 0,2022-05-11,2.0,[-13492. -13562. -13654. ... -17805. -17789. -17956.]
subject 0,2022-05-11,2.0,[-16395. -15692. -15486. ... -10144. -10288. -10404.]
subject 0,2022-05-11,2.0,[-12290. -11759. -11431. ... -13070. -12813. -12835.]
subject 0,2022-05-11,2.0,[-10217. -10132.  -9786. ... -15712. -15353. -15144.]
subject 0,2022-05-11,2.0,[-17142. -17000. -17072. ... -15047. -15225. -15143.]
subject 0,2022-05-11,2.0,[-15874. -15696. -15159. ...  -8582.  -8954.  -9181.]
subject 0,2022-05-11,2.0,[-10107. -10039. -10326. ... -11982. -12489. -12810.]
subject 0,2022-05-11,2.0,[ -9808.  -9956. -10245. ...  -7619.  -8339.  -8360.]
subject 0,2022-05-11,2.0,[-10354. -10262. -10216. ... -10429. -10187. -10416.]
subject 0,2022-05-11,2.0,[-10694. -10688. -10255. ...  -5666.  -5908.  -5978.]
subject 0,2022-05-11,2.0,[ -3675.  -3681.  -3522. ... -10847. -11058. -11273.]
subject 0,2022-05-11,2.0,[-12941. -13517. -13445. ... -13979. -14377. -14681.]
subject 0,2022-05-11,2.0,[-12601. -12854. -12866. ... -24912. -24964. -24719.]
subject 0,2022-05-11,2.0,[-24028. -23669. -23461. ... -12033. -11946. -12199.]
subject 0,2022-05-11,2.0,[-14757. -15138. -16884. ... -13597. -13744. -14139.]
subject 0,2022-05-11,2.0,[-13686. -13538. -13327. ...  -8454.  -8646.  -8661.]
subject 0,2022-05-11,2.0,[-10859. -10767. -10698. ... -17112. -17725. -18047.]
subject 0,2022-05-11,2.0,[-17894. -17520. -17116. ... -11989. -11982. -12553.]
subject 0,2022-05-11,2.0,[-13896. -13602. -13500. ... -15626. -16106. -16074.]
subject 0,2022-05-11,2.0,[-15544. -15469. -15636. ... -11634. -11622. -11589.]
subject 0,2022-05-11,2.0,[-11552. -11534. -11571. ... -14732. -14679. -14946.]
subject 0,2022-05-11,2.0,[-15029. -15741. -15614. ... -13577. -13771. -13853.]
subject 0,2022-05-11,2.0,[-14184. -14361. -14507. ... -13507. -13752. -14218.]
subject 0,2022-05-11,2.0,[-17024. -17084. -17149. ... -22917. -23241. -23170.]
subject 0,2022-05-11,2.0,[-24377. -23949. -23674. ... -13828. -13666. -13946.]
subject 0,2022-05-23,2.0,[-13976. -13761. -13842. ... -16632. -16658. -16599.]
subject 0,2022-05-23,2.0,[-17406. -17596. -17811. ... -15529. -16279. -17032.]
subject 0,2022-05-23,2.0,[-19552. -20665. -19919. ... -17111. -17351. -18198.]
subject 0,2022-05-23,2.0,[-16298. -16159. -16481. ... -18236. -17824. -17742.]
subject 0,2022-05-23,2.0,[-19620. -19606. -18671. ... -19556. -19463. -19671.]
subject 0,2022-05-23,2.0,[-17529. -17839. -18530. ... -14367. -14172. -14012.]
subject 0,2022-05-23,2.0,[-16699. -16751. -16582. ... -20413. -20468. -20734.]
subject 0,2022-05-23,2.0,[-21709. -21933. -21431. ... -19942. -20338. -20409.]
subject 0,2022-05-23,2.0,[-20782. -20466. -19902. ... -20111. -19609. -19614.]
subject 0,2022-05-23,2.0,[-17554. -17938. -18612. ... -17106. -17452. -18133.]
subject 0,2022-05-23,2.0,[-19493. -20008. -20637. ... -16307. -16461. -16774.]
subject 0,2022-05-23,2.0,[-19041. -19386. -19576. ... -20024. -19781. -20283.]
subject 0,2022-05-23,2.0,[-18326. -19319. -19952. ... -16916. -16936. -16875.]
subject 0,2022-05-23,2.0,[-20939. -21087. -20451. ... -18369. -19236. -19192.]
subject 0,2022-05-23,2.0,[-17630. -16781. -16508. ... -19399. -18824. -18340.]
subject 0,2022-05-23,2.0,[-19949. -19474. -18668. ... -19730. -19464. -19029.]
subject 0,2022-05-23,2.0,[-17256. -17324. -17941. ... -16487. -16932. -16982.]
subject 0,2022-05-23,2.0,[-17926. -17548. -17139. ... -15893. -15469. -15274.]
subject 0,2022-05-23,2.0,[-17694. -17003. -16519. ... -18589. -17976. -17796.]
subject 0,2022-05-23,2.0,[-20008. -19959. -20086. ... -19642. -20272. -20619.]
subject 0,2022-05-23,2.0,[-19241. -19690. -19471. ... -17539. -17823. -18535.]
subject 0,2022-05-23,2.0,[-20514. -20029. -19607. ... -19135. -19589. -20127.]
subject 0,2022-05-23,2.0,[-20055. -20114. -20001. ... -18387. -18999. -19276.]
subject 0,2022-05-23,2.0,[-16048. -16112. -17207. ... -17391. -17832. -17884.]
subject 0,2022-05-23,2.0,[-18488. -18179. -17427. ... -19731. -19622. -19069.]
subject 0,2022-05-23,2.0,[-21381. -21668. -21602. ... -17989. -18247. -18406.]
subject 0,2022-05-23,2.0,[-18889. -19428. -19581. ... -15406. -16291. -16861.]
subject 0,2022-05-23,2.0,[-19246. -20008. -20939. ... -21894. -22647. -23269.]
subject 0,2022-05-23,2.0,[-22577. -23022. -22497. ... -22006. -21896. -21617.]
subject 0,2022-05-23,2.0,[-21734. -22278. -22342. ... -18920. -19586. -19999.]
subject 0,2022-05-23,2.0,[-18310. -18079. -18158. ... -17721. -17246. -16787.]
subject 0,2022-05-23,2.0,[-19636. -20194. -21177. ... -17204. -18154. -18810.]
subject 0,2022-05-23,2.0,[-20229. -20317. -20209. ... -19178. -19517. -19422.]
subject 0,2022-05-23,2.0,[-17652. -17058. -16825. ... -20231. -19732. -18780.]
subject 0,2022-05-23,2.0,[-17284. -16827. -16754. ... -18736. -18923. -18871.]
subject 0,2022-05-23,2.0,[-18761. -18797. -18477. ... -18709. -18937. -18860.]
subject 0,2022-05-23,2.0,[-19627. -20643. -21801. ... -19180. -18757. -18446.]
subject 0,2022-05-23,2.0,[-19713. -25036. -20844. ... -18101. -17625. -17591.]
subject 0,2022-05-23,2.0,[-18505. -18534. -18870. ... -16527. -16699. -16636.]
subject 0,2022-05-23,2.0,[-16911. -16652. -16334. ... -19264. -19324. -18824.]
subject 0,2022-05-23,2.0,[-24129. -20202. -20053. ... -18159. -18503. -19187.]
subject 0,2022-05-23,2.0,[-19276. -19285. -19433. ... -17655. -17581. -17627.]
subject 0,2022-05-23,2.0,[-18919. -18717. -18603. ... -15978. -16310. -17281.]
subject 0,2022-05-23,2.0,[-17989. -18668. -19429. ... -16709. -17467. -17659.]
subject 0,2022-05-23,2.0,[-16685. -16826. -16279. ... -19192. -18766. -18901.]
subject 0,2022-05-23,2.0,[-19341. -19609. -19766. ... -17214. -17107. -17659.]
subject 0,2022-05-23,2.0,[-20212. -19757. -19381. ... -19539. -19186. -18958.]
subject 0,2022-05-23,2.0,[-18217. -18134. -18129. ... -18711. -18691. -18456.]
subject 0,2022-05-23,2.0,[-19177. -20031. -20408. ... -17952. -18229. -18366.]
subject 0,2022-05-23,2.0,[-19207. -19507. -19780. ... -20680. -21317. -21442.]
subject 0,2022-05-23,2.0,[-20774. -20337. -20420. ... -19141. -19080. -18894.]
subject 0,2022-05-23,2.0,[-21243. -20906. -20641. ... -18849. -18781. -18828.]
subject 0,2022-05-23,2.0,[-19612. -19586. -19531. ... -19687. -19581. -19805.]
subject 0,2022-05-23,2.0,[-19412. -19613. -19952. ... -16884. -16688. -16501.]
subject 0,2022-05-23,2.0,[-20674. -20779. -20583. ... -22254. -21564. -23524.]
subject 0,2022-05-23,2.0,[-18014. -17787. -17241. ... -19974. -19422. -19372.]
subject 0,2022-05-23,2.0,[-19823. -19180. -18624. ... -19644. -19938. -19674.]
subject 0,2022-05-23,2.0,[-19847. -19701. -19534. ... -17442. -17204. -17293.]
subject 0,2022-05-23,2.0,[-17837. -18139. -19012. ... -17358. -18364. -19576.]
subject 0,2022-05-23,2.0,[ -7857.  -8069.  -7744. ... -38660. -40617. -41446.]
subject 0,2022-05-23,2.0,[-20516. -20872. -21042. ... -19872. -19835. -19482.]
subject 0,2022-05-23,2.0,[-19612. -19016. -18974. ... -20226. -20841. -20878.]
subject 0,2022-05-23,2.0,[-20804. -20954. -20845. ... -18616. -20049. -23931.]
subject 0,2022-05-23,2.0,[-17477. -17647. -17406. ... -19436. -19735. -19554.]
subject 0,2022-05-23,2.0,[-21181. -21077. -20712. ... -19070. -19558. -19659.]
subject 0,2022-05-23,2.0,[-19531. -19312. -18782. ... -22093. -22152. -22183.]
subject 0,2022-05-23,2.0,[-36429. -37825. -38674. ... -27962. -28464. -29354.]
subject 0,2022-05-23,2.0,[-29965. -30196. -30824. ... -29168. -28495. -28104.]
subject 0,2022-05-23,2.0,[-32946. -31999. -30833. ... -28341. -27338. -27138.]
subject 0,2022-05-23,2.0,[-26774. -26964. -27722. ... -22781. -21927. -21312.]
subject 0,2022-05-23,2.0,[-21116. -21684. -22282. ... -23477. -23131. -23081.]
subject 0,2022-05-23,2.0,[-24382. -24485. -24300. ... -18846. -19066. -19887.]
subject 0,2022-05-23,2.0,[-22021. -21357. -20321. ... -22493. -22260. -22081.]
subject 0,2022-05-23,2.0,[-23614. -23147. -22184. ... -20559. -21039. -21856.]
subject 0,2022-05-23,2.0,[-20296. -20287. -21235. ... -22639. -22476. -20392.]
subject 0,2022-05-23,2.0,[-23966. -23972. -23890. ... -22899. -23774. -23614.]
subject 0,2022-05-23,2.0,[-21177. -21829. -22628. ... -18472. -17785. -18113.]
subject 0,2022-05-23,2.0,[-21599. -21043. -21852. ... -16969. -17476. -18515.]
subject 0,2022-05-23,2.0,[-17014. -16787. -16980. ... -18792. -18397. -17316.]
subject 0,2022-05-23,2.0,[-19120. -18136. -18523. ... -19181. -18912. -17929.]
subject 0,2022-05-23,2.0,[-21716. -22371. -22979. ... -18729. -19311. -20035.]
subject 0,2022-05-23,2.0,[-19787. -20389. -21461. ... -17233. -16271. -15458.]
subject 0,2022-05-23,2.0,[-21457. -20996. -21644. ... -16428. -17275. -17683.]
subject 0,2022-05-23,2.0,[-19627. -19211. -18830. ... -21349. -21230. -20713.]
subject 0,2022-05-23,2.0,[-22514. -22551. -22478. ... -20512. -20288. -20150.]
subject 0,2022-05-23,2.0,[-18543. -17524. -17604. ... -18892. -19159. -19512.]
subject 0,2022-05-23,2.0,[-18166. -18755. -19349. ... -16847. -16272. -16357.]
subject 0,2022-05-23,2.0,[-21366. -21695. -21476. ... -17425. -17841. -18026.]
subject 0,2022-05-23,2.0,[-18606. -18567. -19551. ... -16535. -17290. -17697.]
subject 0,2022-05-23,2.0,[-16837. -16474. -16227. ... -18737. -18421. -17887.]
subject 0,2022-05-23,2.0,[-16862. -17472. -18406. ... -15831. -16347. -16626.]
subject 0,2022-05-23,2.0,[-18754. -18062. -17422. ... -19417. -20219. -20435.]
subject 0,2022-05-23,2.0,[-18906. -18691. -18202. ... -20516. -21013. -21298.]
subject 0,2022-05-23,2.0,[-16908. -16807. -17111. ... -16946. -16571. -16297.]
subject 0,2022-05-23,2.0,[-18490. -17538. -16624. ... -19732. -19081. -18348.]
subject 0,2022-05-23,2.0,[-19363. -20084. -20291. ... -18996. -20569. -23484.]
subject 0,2022-05-23,2.0,[-16414. -16266. -16847. ... -16462. -15511. -15139.]
subject 0,2022-05-23,2.0,[-15392. -15764. -16450. ... -19927. -19499. -19082.]
subject 0,2022-05-23,2.0,[-19558. -18701. -17689. ... -20341. -20212. -19974.]
subject 0,2022-05-23,2.0,[-19327. -18642. -18406. ... -15969. -15796. -16151.]
subject 0,2022-05-23,2.0,[-15753. -15691. -15684. ... -17341. -17252. -16842.]
subject 0,2022-05-23,2.0,[-17790. -17567. -17375. ... -18697. -18683. -19031.]
subject 0,2022-05-23,2.0,[-17937. -17602. -17255. ... -19942. -19596. -19164.]
subject 0,2022-05-23,2.0,[-19524. -19589. -19916. ... -18731. -18231. -18134.]
subject 0,2022-05-23,2.0,[-19740. -20226. -20106. ... -17703. -17382. -17408.]
subject 0,2022-05-23,2.0,[-19661. -19566. -19118. ... -17011. -17084. -17120.]
subject 0,2022-05-23,2.0,[-17510. -17570. -17834. ... -17927. -17802. -17986.]
subject 0,2022-05-23,2.0,[-15014. -14833. -14806. ... -20117. -19898. -19909.]
subject 0,2022-05-23,2.0,[-21644. -22101. -21932. ... -14944. -14469. -14247.]
subject 0,2022-05-23,2.0,[-16614. -16590. -16956. ... -17280. -17469. -18154.]
subject 0,2022-05-23,2.0,[-21196. -19746. -19058. ... -17206. -17602. -18597.]
subject 0,2022-05-23,2.0,[-16617. -16479. -16609. ... -15709. -15829. -15820.]
subject 0,2022-05-23,2.0,[-16377. -16587. -16409. ... -16892. -16771. -16451.]
subject 0,2022-05-23,2.0,[-17420. -17459. -17817. ... -15883. -15892. -16089.]
subject 0,2022-05-23,2.0,[-17673. -17616. -17799. ... -17897. -17552. -17543.]
subject 0,2022-05-23,2.0,[-20644. -19224. -18546. ... -17562. -17681. -17451.]
subject 0,2022-05-23,2.0,[-17961. -17601. -17298. ... -17066. -17013. -17137.]
subject 0,2022-05-23,2.0,[-17863. -18173. -18052. ... -16686. -16576. -16808.]
subject 0,2022-05-23,2.0,[-17610. -17739. -19341. ... -15883. -15656. -16121.]
subject 0,2022-05-23,2.0,[-17859. -18234. -17841. ... -17628. -17384. -17679.]
subject 0,2022-05-23,2.0,[-19954. -19912. -19552. ... -16295. -16530. -16944.]
subject 0,2022-05-23,2.0,[-16689. -16898. -17002. ... -16482. -16335. -16420.]
subject 0,2022-05-23,2.0,[-16414. -17029. -17264. ... -17259. -17370. -17522.]
subject 0,2022-05-23,2.0,[-18782. -18704. -18706. ... -16426. -16616. -16030.]
subject 0,2022-05-23,2.0,[-18785. -18548. -18684. ... -18711. -18392. -18122.]
subject 0,2022-05-23,2.0,[-18553. -18791. -19241. ... -16968. -16427. -16600.]
subject 0,2022-05-23,2.0,[-18734. -18944. -18800. ... -17788. -17654. -17746.]
subject 0,2022-05-23,2.0,[-19073. -19211. -19224. ... -19264. -18362. -18332.]
subject 0,2022-05-23,2.0,[-19711. -19791. -19351. ... -17504. -17681. -18104.]
subject 0,2022-05-23,2.0,[-18412. -18354. -17934. ... -16116. -15810. -15766.]
subject 0,2022-05-23,2.0,[-15542. -15582. -15554. ... -17039. -16945. -16743.]
subject 0,2022-05-23,2.0,[-16331. -16556. -17003. ... -17973. -17751. -17496.]
subject 0,2022-05-23,2.0,[-17127. -16916. -16693. ... -17741. -17371. -16954.]
